word,pos,ipa,meaning,image,definition
escort,/n-v/,/ɪˈskɔːt/,<div>(n) : đội hộ tống; người dẫn đường,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457988/anki_600/yhsbnl06cxihkgzspg3x.jpg,"a person or vehicle that goes somewhere with someone to protect or guard them; a person who goes with another person as a partner to a social event; to go with a person or vehicle, especially to make certain that he, she, or it leaves or arrives safely;"
identify,/v/,/aɪˈdentɪfaɪ/,<div>nhận ra,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457990/anki_600/vq2306z9bpkx0yk4i4zi.jpg,"to recognize someone or something and say or prove who or what that person or thing is; to recognize a problem, need, fact, etc. and to show that it exists;"
mission,/n/,&nbsp;/'miʃn/,&nbsp;sứ mệnh,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457991/anki_600/fsfk7yqw2zopjv14djac.jpg,"an important job, especially a military one, that someone is sent somewhere to do; any work that someone believes it is their duty to do;"
permit,/v/,/pəˈmɪt/,(n): giấy phép,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457992/anki_600/p9a5mstuscand1xz1z2p.jpg,"to allow something, or make something possible; an official document that allows you to do something;"
pertinent,/adj/,/ˈpɜːtɪnənt/,liên quan trực tiếp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457994/anki_600/qajxs4zq5fvrd0hb6gj3.jpg,relating directly to the subject being considered; relevant;
procedure,/n/,/prəˈsiːdʒə/,<div>thủ tục,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457996/anki_600/xtvzqnhr3w8ievyy78nc.jpg,a series of steps taken to accomplish an end
result,/n/,/rɪˈzʌlt/,kết quả,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457997/anki_600/do9x1rg4an36yupeafvx.jpg,something that happens or exists because of something else; the information you get from something such as a scientific experiment or medical test; the mark you receive after you have taken an exam or test; the answer to a calculation in mathematics;
statement,/n/,/ˈsteɪtmənt/,<div>(sự/bài/lời) phát biểu,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458001/anki_600/vn9hptu8vsgo3qalflvk.jpg,"something that someone says or writes officially, or an action done to express an opinion; a piece of paper that lists financial details; a record of the amounts of money paid into and taken out of your bank account during a particular period of time;"
surgery,/n/,/ˈsəːdʒəri/,ca mổ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458003/anki_600/i4h0ktjqqaqqxybnxqyk.jpg,the treatment of injuries or diseases in people or animals by cutting open the body and removing or repairing the damaged part;
usually,/adv/,/'ju:ʒəli/,thông thường,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458005/anki_600/izwtqpma9fmnqwnqslze.jpg,in the way that most often happens;
consult,/v/,/kənˈsʌlt/,tham khảo,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458006/anki_600/jgijsaas0m11kqispatb.jpg,"to get information or advice from a person, book, etc. with special knowledge on a particular subject; to discuss something with someone before you make a decision;"
control,/v/,/kənˈtrəʊl/,kiểm tra,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458008/anki_600/ruan6ueignya207f7mv8.jpg,"to order, limit, or rule something, or someone's actions or behaviour; to decide or strongly influence the particular way in which something will happen or someone will behave;"
convenient,/adj/,/kənˈviːnɪənt/,thuận lợi,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458009/anki_600/wrkma5qcb9vpuijkeylz.jpg,suitable for your purposes and needs and causing the least difficulty; near or easy to get to or use;
detect,/v/,/dɪˈtekt/,dò ra,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458011/anki_600/vst8rxxxzabjbkmgwsms.jpg,"discover something, especially using a special method, special equipment;"
factor,/n/,/ˈfæktə/,nhân tố,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458014/anki_600/scjump4yiht9wkq1xevp.jpg,", a contribution to an accomplishment, a result, or a process"
interaction,/n/,/ˌɪntəˈrækʃn̩/,(sự) tương tác,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458016/anki_600/fa2xc39nouopom7mckir.jpg,an occasion when two or more people or things communicate with or react to each other; a situation where two or more people or things communicate with each other or react to each another;
limit,/n/,/ˈlɪmɪt/,&nbsp;(n): giới hạn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458017/anki_600/lzhnqlet7mn5olwg8uqo.jpg,"the greatest amount, number, or level of something that is either possible or allowed;"
monitor,/v/,/ˈmɒnɪtə/,giám sát,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458018/anki_600/sgekrele0xbpt6dy0pyg.jpg,to watch and check a situation carefully for a period of time in order to discover something about it; a computer screen or a device with a screen on which words or pictures can be shown;
potential,/adj/,/pəˈtenʃl̩/,tiềm tàng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458020/anki_600/d5bn4u6inroofcalelyi.jpg,"possible when the necessary conditions exist; someone's or something's ability to develop, achieve, or succeed;"
sample,/n/,/ˈsɑːmpl̩/,mẫu,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458025/anki_600/syspamojx6pp7afeory2.jpg,a small amount of something that shows you what the rest is or should be like;
sense,/n/,/sens/,<div>&nbsp;giác quan,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458029/anki_600/mby4kdollav5obzs7aah.jpg,"an ability to understand, recognize, value, or react to something, especially any of the five physical abilities to see, hear, smell, taste, and feel;"
volunteer,/n/,/ˌvɒlənˈtɪə/,<div>(v): tình nguyện,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753458030/anki_600/hvw73dh7funxuzrbi4n5.jpg,"a person who does something, especially helping other people, willingly and without being forced or paid to do it; to offer to do something that you do not have to do, often without having been asked to do it and/or without expecting payment;"
